9:
 num     #instances         #bytes  class name (module)
  66:           201          54424  [Ljava.lang.ClassValue$Entry; (java.base@21.0.6)
  67:          1113          53424  kotlin.reflect.jvm.internal.impl.name.FqNameUnsafe
  68:          1293          51720  sun.reflect.annotation.AnnotationInvocationHandler (java.base@21.0.6)
  69:          1605          51360  java.util.ArrayDeque (java.base@21.0.6)
  70:           710          51120  io.netty.util.collection.IntObjectHashMap
  71:          1063          51024  sun.util.locale.BaseLocale (java.base@21.0.6)
  72:          1586          50752  sun.reflect.generics.tree.SimpleClassTypeSignature (java.base@21.0.6)
  73:          2079          49896  kotlin.reflect.jvm.internal.impl.protobuf.FieldSet
  74:           776          49664  java.lang.invoke.BoundMethodHandle$Species_LL (java.base@21.0.6)
  75:           135          48640  [Ljava.lang.invoke.MethodHandle; (java.base@21.0.6)
  76:           428          47936  java.net.URL (java.base@21.0.6)
  77:          1183          47320  com.google.inject.spi.Dependency
  78:           388          46560  com.google.common.cache.LocalCache$Segment
  79:           825          46200  java.util.IdentityHashMap (java.base@21.0.6)
  80:          1439          46048  com.google.inject.TypeLiteral
  81:           624          44928  io.netty.handler.codec.http2.DefaultHttp2Connection$DefaultEndpoint
  82:          1371          43872  io.netty.handler.codec.http2.HpackHeaderField
  83:          1338          42816  kotlin.reflect.jvm.internal.ReflectProperties$LazySoftVal
  84:           657          42048  java.lang.reflect.Parameter (java.base@21.0.6)
  85:          1044          41760  sun.util.locale.BaseLocale$Key (java.base@21.0.6)
  86:           400          41600  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Annotation$Argument$Value
  87:            11          41296  [Ljava.nio.ByteBuffer; (java.base@21.0.6)
  88:            68          39712  io.netty.util.internal.shaded.org.jctools.queues.MpscUnboundedArrayQueue
  89:           488          39040  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$ValueParameter
  90:           795          38160  java.lang.ref.ReferenceQueue (java.base@21.0.6)
  91:          1584          38016  sun.reflect.generics.tree.ClassTypeSignature (java.base@21.0.6)
  92:          1560          37440  io.netty.handler.codec.http2.DefaultHttp2Connection$DefaultPropertyKey
  93:           934          37360  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject (java.base@21.0.6)
  94:          1134          36288  kotlin.reflect.jvm.internal.impl.name.FqName
  95:           410          36080  [Ljava.lang.invoke.LambdaForm$Name; (java.base@21.0.6)
  96:          1095          35040  org.bouncycastle.asn1.ASN1ObjectIdentifier
  97:           312          34944  io.grpc.internal.TransportTracer
  98:           721          34608  java.lang.ref.WeakReference (java.base@21.0.6)
  99:           359          34464  io.netty.channel.DefaultChannelPipeline$HeadContext
 100:          1434          34416  java.util.LinkedHashSet (java.base@21.0.6)
 101:           423          33840  jdk.internal.ref.CleanerImpl$PhantomCleanableRef (java.base@21.0.6)
 102:           359          31592  io.netty.channel.ChannelOutboundBuffer
 103:           359          31592  io.netty.channel.DefaultChannelPipeline$TailContext
 104:           433          31176  java.util.WeakHashMap (java.base@21.0.6)
 105:           775          31000  java.lang.invoke.LambdaForm$NamedFunction (java.base@21.0.6)
 106:           126          30240  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Class
 107:           629          30192  java.lang.Package (java.base@21.0.6)
 108:           198          30096  java.util.jar.JarFile$JarFileEntry (java.base@21.0.6)
 109:           178          29904  org.jvnet.hk2.internal.SystemDescriptor
 110:           372          29760  java.util.TreeMap (java.base@21.0.6)
 111:           261          29232  com.google.protobuf.Descriptors$FieldDescriptor
 112:           405          29160  java.lang.invoke.LambdaForm (java.base@21.0.6)
 113:          1586          29152  [Lsun.reflect.generics.tree.TypeArgument; (java.base@21.0.6)
 114:           911          29152  io.netty.util.internal.DefaultPriorityQueue
 115:           359          28720  io.netty.channel.DefaultChannelPipeline
 116:           715          28600  java.util.LinkedList (java.base@21.0.6)
 117:           703          28120  kotlin.SafePublicationLazyImpl
 118:           701          28040  java.net.InetAddress$InetAddressHolder (java.base@21.0.6)
 119:           870          27840  java.util.concurrent.atomic.LongAdder (java.base@21.0.6)
 120:           345          27600  io.netty.channel.epoll.EpollSocketChannel$EpollSocketChannelUnsafe
 121:           345          27600  io.netty.channel.epoll.EpollSocketChannelConfig
 122:           312          27456  io.netty.handler.codec.http2.DefaultHttp2ConnectionDecoder
 123:           312          27456  io.netty.handler.codec.http2.HpackEncoder
 124:           881          27432  [Ljava.lang.reflect.Type; (java.base@21.0.6)
 125:           262          27248  com.google.protobuf.DescriptorProtos$FieldDescriptorProto
 126:           474          26544  java.lang.invoke.BoundMethodHandle$Species_L (java.base@21.0.6)
 127:           174          26448  sun.nio.fs.UnixFileAttributes (java.base@21.0.6)
 128:           550          26400  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Annotation
 129:           651          26040  com.google.inject.internal.SingleParameterInjector
 130:           541          25968  io.netty.buffer.PoolThreadCache$MemoryRegionCache$Entry
 131:           402          25728  com.fasterxml.jackson.databind.introspect.AnnotatedMethod
 132:           120          25568  [Z (java.base@21.0.6)
 133:           312          24960  io.netty.handler.codec.http2.DefaultHttp2Connection
 134:           624          24960  java.util.LinkedList$Node (java.base@21.0.6)
 135:          1038          24912  java.lang.Long (java.base@21.0.6)
 136:           767          24544  io.netty.util.Recycler$DefaultHandle
 137:            47          23312  io.grpc.internal.ManagedChannelImpl
 138:           359          22976  io.netty.channel.AbstractChannel$CloseFuture
 139:           718          22976  io.netty.channel.VoidChannelPromise
 140:           286          22880  io.grpc.internal.CallCredentialsApplyingTransportFactory$CallCredentialsApplyingTransport
 141:           312          22464  io.grpc.netty.AbstractNettyHandler$FlowControlPinger
 142:           312          22464  io.netty.handler.codec.http2.Http2Settings
 143:           688          22016  java.util.Collections$SetFromMap (java.base@21.0.6)
 144:           125          22000  java.lang.Thread (java.base@21.0.6)
 145:           453          21744  java.lang.invoke.MethodTypeForm (java.base@21.0.6)
 146:           900          21600  java.util.HashSet (java.base@21.0.6)
 147:            94          21056  org.glassfish.hk2.internal.ConstantActiveDescriptor
 148:           174          20880  java.util.zip.ZipFile$Source (java.base@21.0.6)
 149:           517          20680  com.google.common.cache.LocalCache$StrongEntry
 150:            10          20640  [Lcom.aerospike.client.async.HashedWheelTimer$HashedWheelBucket;
 151:           424          20352  com.fasterxml.jackson.databind.util.internal.PrivateMaxEntriesMap$Node
 152:           141          20304  com.fasterxml.jackson.databind.deser.CreatorProperty
 153:           312          19968  io.netty.handler.codec.http2.DefaultHttp2Connection$ConnectionStream
 154:           312          19968  io.netty.handler.codec.http2.DefaultHttp2LocalFlowController$AutoRefillState
 155:           312          19968  io.netty.handler.codec.http2.DefaultHttp2RemoteFlowController
 156:           312          19968  io.netty.handler.codec.http2.WeightedFairQueueByteDistributor
 157:           153          19584  org.glassfish.hk2.utilities.DescriptorImpl
 158:           486          19440  io.grpc.InternalLogId
 159:           601          19200  [Ljava.security.cert.Certificate; (java.base@21.0.6)
 160:           140          19040  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Property
 161:           471          18840  java.math.BigInteger (java.base@21.0.6)
 162:           586          18752  java.net.InetSocketAddress$InetSocketAddressHolder (java.base@21.0.6)
 163:           260          18720  io.grpc.StatusException
 164:           292          18688  com.google.inject.internal.ChildBindingAlreadySetError
 165:            97          18624  com.google.common.cache.LocalCache
 166:           582          18624  java.lang.Class$AnnotationData (java.base@21.0.6)
 167:           104          18304  [Lio.netty.buffer.PoolThreadCache$MemoryRegionCache;
 168:           326          18256  com.aerospike.vector.index.InternalIndexId
 169:           126          18144  java.net.URI (java.base@21.0.6)
 170:           248          17856  java.util.logging.LogManager$LoggerWeakRef (java.logging@21.0.6)
 171:           130          17680  com.fasterxml.jackson.databind.deser.impl.FieldProperty
 172:           245          17640  java.util.concurrent.locks.ReentrantReadWriteLock$NonfairSync (java.base@21.0.6)
 173:           200          17600  java.lang.ClassValue$ClassValueMap (java.base@21.0.6)
 174:           550          17600  kotlin.reflect.jvm.internal.impl.renderer.DescriptorRendererOptionsImpl$property$$inlined$vetoable$1
 175:           733          17592  com.fasterxml.jackson.databind.introspect.AnnotationMap
 176:           439          17560  kotlin.reflect.jvm.internal.impl.protobuf.SmallSortedMap$Entry
 177:           243          17496  java.lang.Package$VersionInfo (java.base@21.0.6)
 178:           312          17472  io.netty.handler.codec.http2.DefaultHttp2ConnectionEncoder
 179:           312          17472  io.netty.handler.codec.http2.DefaultHttp2FrameReader
 180:           312          17472  io.netty.handler.codec.http2.DefaultHttp2LocalFlowController
 181:           312          17472  io.netty.handler.codec.http2.DefaultHttp2RemoteFlowController$FlowState
 182:           312          17472  io.netty.handler.codec.http2.HpackDecoder
 183:           270          17280  com.aerospike.vector.index.BatchIndexMetadata
 184:           710          17040  io.netty.util.collection.IntObjectHashMap$1
 185:           710          17040  io.netty.util.collection.IntObjectHashMap$EntrySet
 186:           710          17040  io.netty.util.collection.IntObjectHashMap$KeySet
 187:           410          16400  kotlin.SynchronizedLazyImpl
 188:           512          16384  java.util.concurrent.ConcurrentLinkedQueue$Node (java.base@21.0.6)
 189:           286          16016  io.netty.handler.codec.http2.StreamBufferingEncoder
 190:           654          15696  java.util.LinkedHashMap$LinkedValues (java.base@21.0.6)
 191:           139          15568  io.netty.buffer.PooledUnsafeDirectByteBuf
 192:           968          15488  java.util.concurrent.atomic.AtomicInteger (java.base@21.0.6)
 193:           645          15480  io.grpc.internal.ReflectionLongAdderCounter
 194:           319          15312  com.aerospike.vector.client.proto.IndexId
 195:           174          15312  java.util.jar.JarFile (java.base@21.0.6)
 196:           638          15312  kotlin.reflect.jvm.internal.impl.name.Name
 197:           376          15040  java.lang.module.ModuleDescriptor$Exports (java.base@21.0.6)
 198:           312          14976  io.grpc.netty.WriteQueue
 199:           312          14976  io.netty.handler.codec.http2.DefaultHttp2Connection$ActiveStreams
 200:           312          14976  io.netty.handler.codec.http2.HpackDynamicTable
 201:           312          14976  io.netty.handler.codec.http2.HpackHuffmanEncoder
 202:           622          14928  java.util.LinkedHashMap$LinkedKeySet (java.base@21.0.6)
 203:           264          14784  sun.security.util.KnownOIDs (java.base@21.0.6)
 204:           205          14760  java.util.zip.Inflater (java.base@21.0.6)
 205:           184          14720  com.google.inject.internal.ProviderInstanceBindingImpl
 206:           260          14560  java.nio.channels.UnresolvedAddressException (java.base@21.0.6)
 207:           303          14544  java.util.concurrent.FutureTask (java.base@21.0.6)
 208:           165          14520  io.netty.util.concurrent.ScheduledFutureTask
 209:           201          14472  ch.qos.logback.classic.Logger
 210:            62          14384  io.grpc.internal.InternalSubchannel
 211:           359          14360  io.netty.channel.DefaultChannelId
 212:           359          14360  sun.reflect.generics.reflectiveObjects.ParameterizedTypeImpl (java.base@21.0.6)
 213:           178          14240  java.io.FileCleanable (java.base@21.0.6)
 214:           443          14176  java.net.Inet4Address (java.base@21.0.6)
 215:           586          14064  java.net.InetSocketAddress (java.base@21.0.6)
 216:           584          14016  com.google.common.cache.LocalCache$StrongValueReference
 217:           346          13840  io.netty.channel.AdaptiveRecvByteBufAllocator
 218:           431          13792  java.util.concurrent.ConcurrentLinkedQueue (java.base@21.0.6)
 219:           280          13440  com.fasterxml.jackson.databind.introspect.AnnotatedParameter
 220:           104          13312  java.util.regex.Pattern (java.base@21.0.6)
 221:           208          13312  sun.security.pkcs11.SunPKCS11$Descriptor (jdk.crypto.cryptoki@21.0.6)
 222:           411          13152  io.netty.channel.SucceededChannelFuture
 223:            88          12928  [Ljava.lang.ThreadLocal$ThreadLocalMap$Entry; (java.base@21.0.6)
 224:           533          12792  java.util.concurrent.atomic.AtomicReferenceArray (java.base@21.0.6)
 225:           398          12736  kotlin.reflect.jvm.internal.impl.name.ClassId
 226:           227          12712  java.lang.ThreadLocal$ThreadLocalMap$Entry (java.base@21.0.6)
 227:           174          12528  jdk.internal.loader.URLClassPath$JarLoader (java.base@21.0.6)
 228:           104          12480  com.google.protobuf.DescriptorProtos$DescriptorProto
 229:           260          12480  io.grpc.netty.ProtocolNegotiators$WaitUntilActiveHandler
 230:           312          12480  io.grpc.netty.Utils$FlowControlReader
 231:           312          12480  io.netty.handler.codec.http2.DefaultHttp2HeadersEncoder
 232:           312          12480  io.netty.handler.codec.http2.HpackHuffmanEncoder$EncodeProcessor
 233:           221          12376  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$QualifiedNameTable$QualifiedName
 234:           103          12360  com.google.protobuf.Descriptors$Descriptor
 235:           386          12352  com.fasterxml.jackson.databind.introspect.MemberKey
 236:           192          12288  io.netty.buffer.PoolChunkList
 237:           256          12288  io.netty.handler.codec.CodecOutputList
 238:           219          12264  java.util.TreeMap$Entry (java.base@21.0.6)
 239:           255          12240  com.google.common.collect.LinkedHashMultiset
 240:           507          12168  com.google.common.collect.SingletonImmutableList
 241:           378          12096  java.util.concurrent.CopyOnWriteArrayList (java.base@21.0.6)
 242:           251          12048  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Annotation$Argument
 243:           369          11808  io.grpc.EquivalentAddressGroup
 244:           295          11800  io.grpc.Status
 245:           210          11760  java.lang.ClassValue$Entry (java.base@21.0.6)
 246:           480          11520  io.netty.buffer.IntPriorityQueue
 247:           478          11472  java.util.IdentityHashMap$KeySet (java.base@21.0.6)
 248:           358          11456  io.netty.util.internal.logging.LocationAwareSlf4JLogger
 249:           286          11440  io.grpc.netty.ClientTransportLifecycleManager
 250:           286          11440  io.grpc.netty.GrpcHttp2HeadersUtils$GrpcHttp2ClientHeadersDecoder
 251:           117          11232  java.util.logging.Logger (java.logging@21.0.6)
 252:            21          11088  [Ljava.util.concurrent.ForkJoinTask; (java.base@21.0.6)
 253:           190          10640  java.io.FileDescriptor (java.base@21.0.6)
 254:           221          10608  sun.security.util.ObjectIdentifier (java.base@21.0.6)
 255:           331          10592  com.google.inject.internal.WeakKeySet$KeyAndSource
 256:           330          10560  com.github.benmanes.caffeine.cache.TimerWheel$Sentinel
 257:           186          10416  org.glassfish.hk2.utilities.cache.LRUHybridCache$OriginThreadAwareFuture
 258:           260          10400  io.grpc.netty.WriteBufferingAndExceptionHandler
 259:           258          10320  java.net.Inet6Address (java.base@21.0.6)
 260:           258          10320  java.net.Inet6Address$Inet6AddressHolder (java.base@21.0.6)
 261:           426          10224  org.glassfish.jersey.internal.routing.CombinedMediaType$EffectiveMediaType
 262:           424          10176  com.fasterxml.jackson.databind.util.internal.PrivateMaxEntriesMap$WeightedValue
 263:           420          10080  org.glassfish.hk2.utilities.reflection.internal.MethodWrapperImpl
 264:           209          10032  java.util.logging.LogManager$LogNode (java.logging@21.0.6)
 265:           312           9984  io.netty.handler.codec.http2.DefaultHttp2Connection$DefaultStream$PropertyMap
 266:           312           9984  io.netty.handler.codec.http2.DefaultHttp2Connection$PropertyKeyRegistry
 267:           312           9984  io.netty.handler.codec.http2.DefaultHttp2RemoteFlowController$WritabilityMonitor
 268:           312           9984  io.netty.handler.codec.http2.HpackHuffmanDecoder
 269:           312           9984  io.netty.handler.codec.http2.HpackHuffmanEncoder$EncodedLengthProcessor
 270:           312           9984  io.netty.handler.codec.http2.Http2FrameLogger
 271:           312           9984  io.netty.handler.codec.http2.Http2InboundFrameLogger
 272:           312           9984  io.netty.handler.codec.http2.Http2OutboundFrameLogger
 273:           311           9952  sun.reflect.generics.factory.CoreReflectionFactory (java.base@21.0.6)
 274:           155           9920  java.security.CodeSource (java.base@21.0.6)
 275:            56           9856  io.netty.util.internal.InternalThreadLocalMap
 276:           246           9840  java.util.concurrent.locks.ReentrantReadWriteLock (java.base@21.0.6)
 277:           307           9824  javax.management.ImmutableDescriptor (java.management@21.0.6)
 278:           177           9800  [Lsun.reflect.generics.tree.TypeSignature; (java.base@21.0.6)
 279:           174           9744  java.io.RandomAccessFile (java.base@21.0.6)
 280:           134           9648  java.lang.invoke.BoundMethodHandle$Species_LLL (java.base@21.0.6)
 281:           199           9552  java.util.zip.ZipFile$CleanableResource (java.base@21.0.6)
 282:           108           9504  java.nio.DirectByteBuffer (java.base@21.0.6)
 283:           118           9440  com.google.inject.internal.ConstructorBindingImpl
 284:           292           9344  com.google.inject.spi.Message
 285:           286           9152  io.grpc.internal.AtomicBackoff$State
 286:           286           9152  io.grpc.internal.InternalSubchannel$CallTracingTransport
 287:           286           9152  io.grpc.internal.InternalSubchannel$TransportListener
 288:           286           9152  io.grpc.netty.NettyChannelBuilder$NettyTransportFactory$1
 289:           286           9152  io.grpc.netty.NettyClientHandler$1
 290:           286           9152  io.grpc.netty.NettyClientHandler$2
 291:           228           9120  com.google.inject.spi.InjectionPoint
 292:           224           8960  com.fasterxml.jackson.databind.PropertyName
 293:            26           8944  io.grpc.netty.NettyServerHandler
 294:           139           8896  com.google.inject.internal.SingletonScope$1
 295:           122           8784  java.lang.invoke.DirectMethodHandle$Accessor (java.base@21.0.6)
 296:           250           8776  [Lcom.google.protobuf.Descriptors$FieldDescriptor;
 297:           359           8616  io.netty.channel.VoidChannelPromise$1
 298:           359           8616  io.netty.channel.epoll.AbstractEpollChannel$AbstractEpollUnsafe$1
 299:           359           8616  io.netty.channel.epoll.LinuxSocket
 300:           213           8520  org.glassfish.jersey.server.internal.routing.WildcardMethodSelectingRouter$ConsumesProducesAcceptor
 301:           177           8496  sun.reflect.generics.tree.MethodTypeSignature (java.base@21.0.6)
 302:            34           8432  io.netty.channel.epoll.EpollEventLoop
 303:           208           8320  com.sun.jmx.mbeanserver.ConvertingMethod (java.management@21.0.6)
 304:           173           8304  java.lang.module.ModuleDescriptor$Requires (java.base@21.0.6)
 305:           345           8280  io.netty.channel.epoll.AbstractEpollStreamChannel$1
 306:           170           8160  com.google.inject.spi.ElementSource
 307:            85           8160  io.netty.channel.AdaptiveRecvByteBufAllocator$HandleImpl
 308:           169           8112  com.fasterxml.jackson.databind.introspect.AnnotatedField
 309:            63           8064  kotlin.reflect.jvm.internal.KProperty1Impl
 310:            91           8008  io.netty.channel.ChannelOutboundBuffer$Entry
 311:           200           8000  io.undertow.util.HttpString
 312:           111           7992  java.net.NetworkInterface (java.base@21.0.6)
 313:            71           7952  java.lang.module.ModuleDescriptor (java.base@21.0.6)
 314:           165           7920  java.lang.Thread$FieldHolder (java.base@21.0.6)
 315:           110           7920  java.util.concurrent.ThreadPoolExecutor$Worker (java.base@21.0.6)
 316:           329           7896  com.google.common.collect.RegularImmutableList
 317:           123           7872  com.google.inject.internal.MembersInjectorImpl
 318:           328           7872  java.lang.Character$UnicodeBlock (java.base@21.0.6)
 319:           326           7824  java.util.LinkedHashMap$LinkedEntrySet (java.base@21.0.6)
 320:           325           7800  java.util.concurrent.atomic.AtomicLong (java.base@21.0.6)
 321:           325           7800  kotlin.reflect.jvm.internal.impl.protobuf.LiteralByteString
 322:           139           7784  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Type$Argument
 323:            97           7760  java.lang.StackTraceElement (java.base@21.0.6)
 324:           320           7680  com.google.inject.Key$AnnotationInstanceStrategy
 325:           320           7680  java.util.HashMap$EntrySet (java.base@21.0.6)
 326:            93           7616  [Ljava.security.ProtectionDomain; (java.base@21.0.6)
 327:           238           7616  java.util.ImmutableCollections$Set12 (java.base@21.0.6)
 328:           313           7512  io.grpc.Attributes
 329:           312           7488  io.grpc.netty.WriteQueue$1
 330:           312           7488  io.netty.handler.codec.http2.DefaultHttp2FrameWriter
 331:           312           7488  io.netty.handler.codec.http2.DefaultHttp2LocalFlowController$1
 332:           312           7488  io.netty.handler.codec.http2.DefaultHttp2RemoteFlowController$1
 333:           312           7488  io.netty.handler.codec.http2.WeightedFairQueueByteDistributor$1
 334:           312           7488  io.netty.util.collection.CharObjectHashMap$1
 335:           312           7488  io.netty.util.collection.CharObjectHashMap$EntrySet
 336:           312           7488  io.netty.util.collection.CharObjectHashMap$KeySet
 337:           186           7440  org.glassfish.hk2.utilities.cache.LRUHybridCache$HybridCacheEntryImpl
 338:           462           7392  java.util.concurrent.atomic.AtomicBoolean (java.base@21.0.6)
 339:           184           7360  java.io.File (java.base@21.0.6)
 340:           228           7296  com.google.inject.internal.ProvisionListenerCallbackStore$KeyBinding
 341:           130           7280  java.security.ProtectionDomain (java.base@21.0.6)
 342:            26           7280  java.util.concurrent.atomic.Striped64$Cell (java.base@21.0.6)
 343:           123           7176  [Lcom.google.inject.internal.SingleParameterInjector;
 344:           223           7136  java.util.regex.Pattern$BmpCharProperty (java.base@21.0.6)
 345:            89           7120  net.engio.mbassy.listener.MessageHandler
 346:           176           7040  jdk.internal.reflect.DirectMethodHandleAccessor (java.base@21.0.6)
 347:           292           7008  java.util.HashMap$KeySet (java.base@21.0.6)
 348:           125           7000  sun.reflect.generics.repository.ClassRepository (java.base@21.0.6)
 349:           145           6960  com.google.inject.internal.CycleDetectingLock$CycleDetectingLockFactory$ReentrantCycleDetectingLock
 350:           108           6912  com.aerospike.connect.metrics.AerospikeGauge
 351:           172           6880  com.google.inject.internal.MoreTypes$ParameterizedTypeImpl
 352:           286           6864  io.grpc.internal.CallCredentialsApplyingTransportFactory$CallCredentialsApplyingTransport$1
 353:           286           6864  io.grpc.internal.InternalSubchannel$TransportLogger
 354:           286           6864  io.grpc.netty.NettyClientHandler$FrameListener
 355:           286           6864  io.grpc.netty.NettyClientHandler$PingCountingFrameWriter
 356:           286           6864  io.netty.handler.codec.http2.StreamBufferingEncoder$1
 357:            50           6800  kotlin.reflect.jvm.internal.KMutableProperty1Impl
 358:            96           6792  [Ljava.lang.reflect.Parameter; (java.base@21.0.6)
 359:           210           6720  java.net.InterfaceAddress (java.base@21.0.6)
 360:            21           6720  java.util.concurrent.ForkJoinPool$WorkQueue (java.base@21.0.6)
 361:           139           6672  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionNode (java.base@21.0.6)
 362:           104           6656  java.security.AccessControlContext (java.base@21.0.6)
 363:           138           6624  io.netty.util.Recycler$LocalPool
 364:            69           6624  jdk.internal.module.ModuleReferenceImpl (java.base@21.0.6)
 365:           118           6608  java.util.logging.Logger$ConfigurationData (java.logging@21.0.6)
 366:           205           6560  java.util.zip.Inflater$InflaterZStreamRef (java.base@21.0.6)
 367:           100           6400  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Constructor
 368:           266           6384  java.util.Collections$UnmodifiableSet (java.base@21.0.6)
 369:            72           6336  java.lang.Module (java.base@21.0.6)
 370:           260           6240  io.grpc.netty.ProtocolNegotiators$GrpcNegotiationHandler
 371:           260           6240  io.netty.handler.codec.http2.DefaultHttp2ConnectionDecoder$PrefaceFrameListener
 372:           156           6240  io.netty.handler.codec.http2.HpackEncoder$NameEntry
 373:           111           6216  io.grpc.internal.CallTracer
 374:            85           6120  jdk.internal.ref.Cleaner (java.base@21.0.6)
 375:           109           6104  sun.reflect.generics.repository.ConstructorRepository (java.base@21.0.6)
 376:           190           6080  jdk.internal.module.ServicesCatalog$ServiceProvider (java.base@21.0.6)
 377:            75           6000  com.fasterxml.jackson.databind.type.SimpleType
 378:           125           6000  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$TypeTable
 379:           187           5984  java.lang.RuntimePermission (java.base@21.0.6)
