10:
 num     #instances         #bytes  class name (module)
1827:             5            160  org.glassfish.jersey.internal.util.ExtendedLogger
1828:             5            160  org.glassfish.jersey.message.internal.HttpHeaderReader$Event
1829:             1            160  org.glassfish.jersey.server.ServerBootstrapBag
1830:             1            160  org.glassfish.jersey.server.internal.ProcessingProviders
1831:             1            160  org.jcp.xml.dsig.internal.dom.XMLDSigRI (java.xml.crypto@21.0.6)
1832:             5            160  picocli.CommandLine$ParseResult$GroupValidationResult$Type
1833:             1            160  sun.security.ec.SunEC (jdk.crypto.ec@21.0.6)
1834:             1            160  sun.security.jca.ProviderList$1 (java.base@21.0.6)
1835:             5            160  sun.security.jca.ServiceId (java.base@21.0.6)
1836:             1            160  sun.security.jgss.SunProvider (java.security.jgss@21.0.6)
1837:             1            160  sun.security.provider.certpath.ldap.JdkLDAP (java.naming@21.0.6)
1838:             1            160  sun.security.rsa.SunRsaSign (java.base@21.0.6)
1839:             1            160  sun.security.smartcardio.SunPCSC (java.smartcardio@21.0.6)
1840:             1            160  sun.security.ssl.SunJSSE (java.base@21.0.6)
1841:             4            160  sun.security.x509.BasicConstraintsExtension (java.base@21.0.6)
1842:             5            160  sun.security.x509.CertificateExtensions (java.base@21.0.6)
1843:             5            160  sun.security.x509.CertificateValidity (java.base@21.0.6)
1844:             5            160  sun.security.x509.PolicyInformation (java.base@21.0.6)
1845:             1            152  com.aerospike.vector.cluster.PaxosProposer
1846:             1            152  com.aerospike.vector.heartbeat.AdjacencyMonitor
1847:             1            152  com.aerospike.vector.index.cache.IndexCacheCoordinator
1848:             1            152  io.undertow.servlet.spec.ServletContextImpl
1849:             1            152  kotlin.reflect.jvm.internal.impl.serialization.deserialization.builtins.BuiltInSerializerProtocol
1850:             1            152  sun.util.cldr.CLDRLocaleProviderAdapter (java.base@21.0.6)
1851:             2            144  [Lcom.aerospike.vector.client.proto.NodeRole;
1852:             1            144  [Lio.netty.handler.codec.http.HttpMethod$EnumNameMap$Node;
1853:             1            144  [Ljava.time.temporal.ChronoUnit; (java.base@21.0.6)
1854:             2            144  [Lkotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Class$Kind;
1855:             6            144  [Lkotlin.reflect.jvm.internal.impl.types.TypeProjection;
1856:             1            144  [Lorg.glassfish.jersey.message.internal.MsgTraceEvent;
1857:             2            144  ch.qos.logback.classic.pattern.LoggerConverter
1858:             2            144  com.aerospike.client.async.AsyncBatchExecutor$GetSequence
1859:             6            144  com.aerospike.vector.client.proto.TransactServiceGrpc$MethodHandlers
1860:             6            144  com.aerospike.vector.client.proto.TransactServiceGrpc$TransactServiceMethodDescriptorSupplier
1861:             1            144  com.aerospike.vector.embedded.client.config.ClientPolicyConfig
1862:             2            144  com.aerospike.vector.heartbeat.AdjacentNode
1863:             1            144  com.aerospike.vector.index.IndexCleaner
1864:             2            144  com.aerospike.vector.index.IndexLog$store$1
1865:             6            144  com.aerospike.vector.index.TransactServiceInternalGrpc$MethodHandlers
1866:             6            144  com.aerospike.vector.index.TransactServiceInternalGrpc$TransactServiceInternalMethodDescriptorSupplier
1867:             2            144  com.aerospike.vector.index.healer.worker.VectorRecordScanProcessor$processRecord$1
1868:             1            144  com.aerospike.vector.index.merge.coordinator.IndexMergeCoordinator
1869:             2            144  com.aerospike.vector.index.merge.worker.WorkerBatchMergeJob$1
1870:             3            144  com.aerospike.vector.index.metrics.IndexMetricsRegistry
1871:             6            144  com.aerospike.vector.index.metrics.PerIndexMetrics$$Lambda/0x00007fcc108a8648
1872:             6            144  com.aerospike.vector.index.metrics.PerIndexMetrics$$Lambda/0x00007fcc108a8860
1873:             6            144  com.aerospike.vector.index.metrics.PerIndexMetrics$$Lambda/0x00007fcc108a8a78
1874:             6            144  com.aerospike.vector.index.metrics.PerIndexMetrics$$Lambda/0x00007fcc108a8c90
1875:             6            144  com.aerospike.vector.index.metrics.PerIndexMetrics$$Lambda/0x00007fcc108a8ea8
1876:             6            144  com.aerospike.vector.index.metrics.PerIndexMetrics$$Lambda/0x00007fcc108a94f0
1877:             6            144  com.aerospike.vector.index.metrics.PerIndexMetrics$$Lambda/0x00007fcc108a9708
1878:             6            144  com.aerospike.vector.index.metrics.PerIndexMetrics$$Lambda/0x00007fcc108a9920
1879:             6            144  com.aerospike.vector.index.metrics.PerIndexMetrics$$Lambda/0x00007fcc108a9b38
1880:             6            144  com.aerospike.vector.index.metrics.PerIndexMetrics$$Lambda/0x00007fcc108a9f68
1881:             6            144  com.aerospike.vector.index.metrics.PerIndexMetrics$$Lambda/0x00007fcc108aa398
1882:             6            144  com.aerospike.vector.index.metrics.PerIndexMetrics$$Lambda/0x00007fcc108aa5b0
1883:             6            144  com.aerospike.vector.index.metrics.PerIndexMetrics$$Lambda/0x00007fcc108aa7c8
1884:             6            144  com.aerospike.vector.index.metrics.PerIndexMetrics$$Lambda/0x00007fcc108ab888
1885:             6            144  com.aerospike.vector.index.metrics.PerIndexMetrics$$Lambda/0x00007fcc108abaa0
1886:             6            144  com.aerospike.vector.index.metrics.PerIndexMetrics$$Lambda/0x00007fcc108abcb8
1887:             6            144  com.aerospike.vector.index.metrics.PerIndexMetrics$$Lambda/0x00007fcc108abed0
1888:             6            144  com.aerospike.vector.index.metrics.PerIndexMetrics$$Lambda/0x00007fcc108ac518
1889:             6            144  com.aerospike.vector.index.metrics.PerIndexMetrics$$Lambda/0x00007fcc108ac730
1890:             6            144  com.aerospike.vector.index.metrics.PerIndexMetrics$$Lambda/0x00007fcc108ac948
1891:             6            144  com.aerospike.vector.index.metrics.PerIndexMetrics$$Lambda/0x00007fcc108acb60
1892:             6            144  com.aerospike.vector.index.metrics.PerIndexMetrics$$Lambda/0x00007fcc108acd78
1893:             6            144  com.aerospike.vector.index.metrics.PerIndexMetrics$$Lambda/0x00007fcc108acf90
1894:             6            144  com.aerospike.vector.index.metrics.PerIndexMetrics$$Lambda/0x00007fcc108ae8b0
1895:             6            144  com.aerospike.vector.index.metrics.PerIndexMetrics$$Lambda/0x00007fcc108b0218
1896:             1            144  com.aerospike.vector.server.grpc.GrpcInterconnectServer
1897:             6            144  com.aerospike.vector.storage.cluster.AerospikeClusterMetaStore$storeHlcCLockGeneric$2$1
1898:             3            144  com.fasterxml.jackson.core.Version
1899:             3            144  com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer$TableInfo
1900:             2            144  com.fasterxml.jackson.core.util.Separators
1901:             3            144  com.fasterxml.jackson.databind.cfg.CoercionConfigs
1902:             6            144  com.fasterxml.jackson.databind.ser.std.ToStringSerializer
1903:             3            144  com.fasterxml.jackson.databind.util.EnumResolver
1904:             6            144  com.github.benmanes.caffeine.cache.BoundedBuffer
1905:             6            144  com.github.benmanes.caffeine.cache.BoundedLocalCache$$Lambda/0x00007fcc104cec28
1906:             6            144  com.google.inject.assistedinject.BindingCollector
1907:             6            144  com.google.protobuf.FieldSet
1908:             6            144  com.google.protobuf.MapEntry$Metadata$1
1909:             3            144  io.netty.buffer.EmptyByteBuf
1910:             3            144  io.netty.util.concurrent.DefaultThreadFactory
1911:             6            144  io.netty.util.concurrent.MultithreadEventExecutorGroup$1
1912:             2            144  io.undertow.servlet.core.ManagedServlet
1913:             2            144  io.undertow.servlet.core.ManagedServlet$DefaultInstanceStrategy
1914:             3            144  java.io.FileInputStream (java.base@21.0.6)
1915:             2            144  java.io.PrintStream (java.base@21.0.6)
1916:             9            144  java.lang.ClassValue$Identity (java.base@21.0.6)
1917:             3            144  java.lang.Runtime$Version (java.base@21.0.6)
1918:             2            144  java.lang.invoke.MethodHandleImpl$WrappedMember (java.base@21.0.6)
1919:             3            144  java.net.InetAddress$CachedLookup (java.base@21.0.6)
1920:             2            144  java.nio.DirectIntBufferRU (java.base@21.0.6)
1921:             6            144  java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet (java.base@21.0.6)
1922:             3            144  java.util.HexFormat (java.base@21.0.6)
1923:             2            144  java.util.Locale$Category (java.base@21.0.6)
1924:             3            144  java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue (java.base@21.0.6)
1925:             6            144  java.util.regex.Pattern$$Lambda/0x00007fcc10061140 (java.base@21.0.6)
1926:             3            144  javax.management.MBeanConstructorInfo (java.management@21.0.6)
1927:             2            144  jdk.internal.foreign.layout.ValueLayouts$OfAddressImpl (java.base@21.0.6)
1928:             6            144  jdk.proxy2.$Proxy21 (jdk.proxy2)
1929:             6            144  jdk.proxy2.$Proxy24 (jdk.proxy2)
1930:             6            144  jdk.proxy2.$Proxy6 (jdk.proxy2)
1931:             6            144  kotlin.reflect.jvm.internal.impl.descriptors.ScopesHolderForClass$$Lambda$0
1932:             6            144  kotlin.reflect.jvm.internal.impl.descriptors.impl.AbstractClassDescriptor$1$1
1933:             3            144  kotlin.reflect.jvm.internal.impl.descriptors.impl.LazyClassReceiverParameterDescriptor
1934:             6            144  kotlin.reflect.jvm.internal.impl.serialization.deserialization.descriptors.DeserializedClassDescriptor$$Lambda$0
1935:             6            144  kotlin.reflect.jvm.internal.impl.serialization.deserialization.descriptors.DeserializedClassDescriptor$$Lambda$1
1936:             6            144  kotlin.reflect.jvm.internal.impl.serialization.deserialization.descriptors.DeserializedClassDescriptor$$Lambda$2
1937:             6            144  kotlin.reflect.jvm.internal.impl.serialization.deserialization.descriptors.DeserializedClassDescriptor$$Lambda$3
1938:             6            144  kotlin.reflect.jvm.internal.impl.serialization.deserialization.descriptors.DeserializedClassDescriptor$$Lambda$4
1939:             6            144  kotlin.reflect.jvm.internal.impl.serialization.deserialization.descriptors.DeserializedClassDescriptor$DeserializedClassMemberScope$$Lambda$0
1940:             6            144  kotlin.reflect.jvm.internal.impl.serialization.deserialization.descriptors.DeserializedClassDescriptor$DeserializedClassMemberScope$$Lambda$1
1941:             6            144  kotlin.reflect.jvm.internal.impl.serialization.deserialization.descriptors.DeserializedClassDescriptor$DeserializedClassMemberScope$$Lambda$2
1942:             6            144  kotlin.reflect.jvm.internal.impl.serialization.deserialization.descriptors.DeserializedClassDescriptor$DeserializedClassTypeConstructor$$Lambda$0
1943:             3            144  kotlin.reflect.jvm.internal.impl.types.Variance
1944:             3            144  kotlinx.coroutines.internal.LockFreeTaskQueueCore
1945:             6            144  org.glassfish.jersey.internal.guava.LocalCache$LocalManualCache
1946:             2            144  org.glassfish.jersey.internal.util.collection.KeyComparatorHashMap
1947:             6            144  org.glassfish.jersey.internal.util.collection.LRU$LRUFactory$1
1948:             6            144  org.xnio.nio.Log_$logger
1949:             3            144  sun.net.spi.DefaultProxySelector$NonProxyInfo (java.base@21.0.6)
1950:             6            144  sun.nio.fs.NativeBuffer$Deallocator (java.base@21.0.6)
1951:             1            144  sun.reflect.misc.MethodUtil (java.base@21.0.6)
1952:             3            144  sun.security.x509.CRLDistributionPointsExtension (java.base@21.0.6)
1953:             3            144  sun.security.x509.DistributionPoint (java.base@21.0.6)
1954:             1            144  sun.util.locale.provider.JRELocaleProviderAdapter (java.base@21.0.6)
1955:             2            136  [Lsun.security.jca.ProviderConfig; (java.base@21.0.6)
1956:             1            136  com.aerospike.vector.heartbeat.HeartbeatTransmitter
1957:             1            136  com.aerospike.vector.interconnect.InterconnectChannelProvider
1958:             1            136  com.aerospike.vector.server.grpc.GrpcVectorDbServer
1959:             1            136  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLLLL (java.base@21.0.6)
1960:             2            128  [Lcom.aerospike.vector.client.proto.VectorDistanceMetric;
1961:             2            128  [Lcom.aerospike.vector.client.proto.WriteType;
1962:             2            128  [Lio.netty.handler.codec.http.HttpStatusClass;
1963:             2            128  [Ljava.lang.OutOfMemoryError; (java.base@21.0.6)
1964:             1            128  [Ljavax.management.openmbean.SimpleType; (java.management@21.0.6)
1965:             2            128  [Lkotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Visibility;
1966:             1            128  [Lkotlin.reflect.jvm.internal.impl.renderer.DescriptorRendererModifier;
1967:             1            128  [Lorg.glassfish.jersey.server.monitoring.RequestEvent$Type;
1968:             2            128  [[Ljava.lang.invoke.MethodHandle; (java.base@21.0.6)
1969:             4            128  ch.qos.logback.core.pattern.parser.Token
1970:             4            128  ch.qos.logback.core.util.CachingDateFormatter$CacheTuple
1971:             1            128  com.aerospike.client.AerospikeClient
1972:             4            128  com.aerospike.client.BatchRecord$Type
1973:             4            128  com.aerospike.client.Log$Level
1974:             4            128  com.aerospike.client.cluster.Partitions
1975:             4            128  com.aerospike.client.policy.AuthMode
1976:             4            128  com.aerospike.client.policy.ReadModeSC
1977:             2            128  com.aerospike.client.query.PartitionTracker$NodePartitions
1978:             2            128  com.aerospike.vector.client.proto.AboutResponse
1979:             4            128  com.aerospike.vector.client.proto.ProjectionType
1980:             4            128  com.aerospike.vector.cluster.JoinRequestResult
1981:             4            128  com.aerospike.vector.cluster.events.StateChangeQualifier
1982:             4            128  com.aerospike.vector.exchange.ExchangeState
1983:             4            128  com.aerospike.vector.index.IndexLogEntry$OperationCase
1984:             1            128  com.aerospike.vector.index.StandaloneIndexCoordinator
1985:             4            128  com.aerospike.vector.index.cache.FuzzyExpiry
1986:             2            128  com.aerospike.vector.index.hnsw.store.PersistentHnswGraphStore$fetch$3
1987:             2            128  com.aerospike.vector.index.scan.ScanProcessor$processRecords$1
1988:             2            128  com.aerospike.vector.storage.index.AerospikeIndexMetaStore$storeIndexLogGeneric$1
1989:             4            128  com.fasterxml.jackson.annotation.JsonCreator$Mode
1990:             4            128  com.fasterxml.jackson.annotation.JsonProperty$Access
1991:             2            128  com.fasterxml.jackson.databind.ObjectWriter
1992:             4            128  com.fasterxml.jackson.databind.cfg.CoercionAction
1993:             4            128  com.fasterxml.jackson.databind.cfg.ConstructorDetector$SingleArgConstructor
1994:             1            128  com.fasterxml.jackson.databind.deser.impl.SetterlessProperty
1995:             2            128  com.fasterxml.jackson.module.kotlin.ReflectionCache
1996:             4            128  com.github.benmanes.caffeine.cache.TimerWheel
1997:             4            128  com.google.inject.internal.Initializer$InjectableReferenceState
1998:             4            128  com.google.inject.internal.InternalFlags$CustomClassLoadingOption
1999:             2            128  com.google.protobuf.DescriptorProtos$EnumValueOptions
2000:             4            128  io.grpc.CallOptions$Key
2001:             4            128  io.grpc.ChannelLogger$ChannelLogLevel
2002:             4            128  io.grpc.InternalChannelz$ChannelTrace$Event$Severity
2003:             4            128  io.grpc.internal.ClientStreamListener$RpcProgress
2004:             4            128  io.grpc.netty.Utils$DefaultEventLoopGroupResource
2005:             4            128  io.netty.channel.DefaultChannelPipeline$AddStrategy
2006:             2            128  io.netty.channel.group.DefaultChannelGroup
2007:             4            128  io.netty.util.ResourceLeakDetector$Level
2008:             4            128  io.undertow.security.impl.SecurityContextImpl$AuthenticationState
2009:             8            128  io.undertow.server.ConnectorStatisticsImpl$BytesReceivedAccumulator
2010:             8            128  io.undertow.server.ConnectorStatisticsImpl$BytesSentAccumulator
2011:             1            128  io.undertow.server.session.InMemorySessionManager
2012:             4            128  io.undertow.servlet.api.TransportGuaranteeType
2013:             4            128  io.undertow.servlet.handlers.ServletChain$1
2014:             4            128  io.undertow.servlet.handlers.security.ServletSecurityRoleHandler
2015:             8            128  java.lang.Float (java.base@21.0.6)
2016:             2            128  java.lang.ModuleLayer (java.base@21.0.6)
2017:             2            128  java.lang.module.Configuration (java.base@21.0.6)
2018:             4            128  java.lang.module.ModuleDescriptor$Modifier (java.base@21.0.6)
2019:             4            128  java.lang.module.ModuleDescriptor$Requires$Modifier (java.base@21.0.6)
2020:             4            128  java.text.Normalizer$Form (java.base@21.0.6)
2021:             4            128  java.time.format.DateTimeFormatterBuilder$OffsetIdPrinterParser (java.base@21.0.6)
2022:             4            128  java.time.format.DateTimeFormatterBuilder$SettingsParser (java.base@21.0.6)
2023:             2            128  java.time.format.DateTimeFormatterBuilder$ZoneTextPrinterParser (java.base@21.0.6)
2024:             4            128  java.util.concurrent.ConcurrentLinkedDeque (java.base@21.0.6)
2025:             4            128  java.util.concurrent.Executors$RunnableAdapter (java.base@21.0.6)
2026:             4            128  java.util.regex.Pattern$Qtype (java.base@21.0.6)
2027:             4            128  java.util.stream.StreamShape (java.base@21.0.6)
2028:             2            128  jdk.internal.foreign.layout.ValueLayouts$OfByteImpl (java.base@21.0.6)
2029:             2            128  jdk.internal.foreign.layout.ValueLayouts$OfCharImpl (java.base@21.0.6)
2030:             2            128  jdk.internal.foreign.layout.ValueLayouts$OfDoubleImpl (java.base@21.0.6)
2031:             2            128  jdk.internal.foreign.layout.ValueLayouts$OfLongImpl (java.base@21.0.6)
2032:             2            128  jdk.internal.foreign.layout.ValueLayouts$OfShortImpl (java.base@21.0.6)
2033:             4            128  jdk.internal.logger.BootstrapLogger$LoggingBackend (java.base@21.0.6)
2034:             4            128  jdk.internal.util.OperatingSystem (java.base@21.0.6)
2035:             4            128  jdk.jfr.internal.SecuritySupport$SafePath (jdk.jfr@21.0.6)
2036:             4            128  kotlin.reflect.jvm.internal.impl.descriptors.CallableMemberDescriptor$Kind
2037:             4            128  kotlin.reflect.jvm.internal.impl.descriptors.Modality
2038:             4            128  kotlin.reflect.jvm.internal.impl.descriptors.impl.FieldDescriptorImpl
2039:             4            128  kotlin.reflect.jvm.internal.impl.load.java.descriptors.JavaMethodDescriptor$ParameterNamesStatus
2040:             4            128  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$MemberKind
2041:             4            128  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Modality
2042:             4            128  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Type$Argument$Projection
2043:             4            128  kotlin.reflect.jvm.internal.impl.metadata.deserialization.Flags$EnumLiteFlagField
2044:             4            128  kotlin.reflect.jvm.internal.impl.serialization.deserialization.AnnotatedCallableKind
2045:             4            128  kotlinx.coroutines.CoroutineStart
2046:             4            128  net.engio.mbassy.bus.MessagePublication$State
2047:             4            128  org.apache.commons.math3.ml.clustering.KMeansPlusPlusClusterer$EmptyClusterStrategy
2048:             4            128  org.bouncycastle.crypto.CryptoServicesPermission
2049:             4            128  org.bouncycastle.crypto.params.DSAValidationParameters
2050:             2            128  org.glassfish.jersey.internal.ServiceFinderBinder
2051:             2            128  org.glassfish.jersey.server.model.internal.ModelProcessorUtil$Method
2052:             4            128  org.glassfish.jersey.uri.internal.TemplateVariable$Position
2053:             4            128  org.slf4j.helpers.BasicMarker
2054:             4            128  org.yaml.snakeyaml.nodes.NodeId
2055:             4            128  picocli.CommandLine$TraceLevel
2056:             2            128  sun.nio.ch.IOVecWrapper (java.base@21.0.6)
2057:             4            128  sun.security.provider.DRBG (java.base@21.0.6)
2058:             4            128  sun.security.provider.certpath.X509CertPath (java.base@21.0.6)
2059:             1            120  [Lcom.fasterxml.jackson.core.JsonGenerator$Feature;
2060:             1            120  [Lcom.fasterxml.jackson.core.JsonToken;
2061:             1            120  [Lcom.fasterxml.jackson.databind.type.LogicalType;
2062:             4            120  [Lcom.google.protobuf.Descriptors$EnumDescriptor;
2063:             2            120  [Lkotlin.reflect.jvm.internal.impl.load.java.AnnotationQualifierApplicabilityType;
2064:             1            120  [Lkotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Annotation$Argument$Value$Type;
2065:             1            120  [Lorg.glassfish.jersey.uri.UriComponent$Type;
2066:             1            120  [[Z (java.base@21.0.6)
2067:             1            120  com.aerospike.client.policy.QueryPolicy
2068:             3            120  com.aerospike.vector.config.PortConfig
2069:             3            120  com.aerospike.vector.embedded.client.EventLoopProvider
2070:             1            120  com.aerospike.vector.index.healer.coordinator.IndexHealerCoordinator
2071:             1            120  com.aerospike.vector.index.healer.worker.IndexHealerWorker
2072:             1            120  com.aerospike.vector.index.merge.worker.IndexMergeWorker
2073:             5            120  com.aerospike.vector.index.scan.Scanner$ScanConfig
2074:             3            120  com.aerospike.vector.index.scan.Scanner$ScanPageListener
2075:             3            120  com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer$TableInfo
2076:             3            120  com.fasterxml.jackson.databind.deser.DeserializerCache
2077:             1            120  com.fasterxml.jackson.databind.module.SimpleModule
2078:             3            120  com.google.common.collect.ImmutableMapEntrySet$RegularEntrySet
2079:             5            120  com.google.inject.internal.InjectorImpl$SyntheticProviderBindingImpl$1
2080:             3            120  com.google.inject.spi.ScopeBinding
2081:             5            120  com.sun.proxy.jdk.proxy1.$Proxy2 (jdk.proxy1)
2082:             3            120  io.netty.buffer.ReadOnlyByteBuf
2083:             3            120  io.netty.channel.epoll.EpollRecvByteAllocatorHandle
2084:             5            120  io.netty.util.Recycler$2
2085:             5            120  io.netty.util.internal.ObjectPool$RecyclerObjectPool
2086:             1            120  io.undertow.Undertow
2087:             3            120  io.undertow.server.handlers.PredicateHandler
2088:             3            120  io.undertow.server.handlers.cache.LRUCache
2089:             3            120  io.undertow.servlet.api.ServletStackTraces
2090:             5            120  io.undertow.servlet.predicate.DispatcherTypePredicate
2091:             3            120  java.io.OutputStreamWriter (java.base@21.0.6)
2092:             1            120  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLL (java.base@21.0.6)
2093:             3            120  java.lang.invoke.MethodHandleImpl$BindCaller$InjectedInvokerHolder (java.base@21.0.6)
2094:             5            120  java.net.URLPermission$Authority (java.base@21.0.6)
2095:             5            120  jdk.internal.math.FloatingDecimal$PreparedASCIIToBinaryBuffer (java.base@21.0.6)
2096:             3            120  jdk.internal.util.ClassFileDumper (java.base@21.0.6)
2097:             5            120  jdk.proxy2.$Proxy48 (jdk.proxy2)
2098:             5            120  jdk.proxy2.$Proxy63 (jdk.proxy2)
2099:             5            120  kotlin.reflect.jvm.internal.ClassValueCache
2100:             3            120  kotlin.reflect.jvm.internal.impl.load.java.ReportLevel
2101:             3            120  kotlin.reflect.jvm.internal.impl.load.java.SpecialGenericSignatures$TypeSafeBarrierDescription
2102:             5            120  kotlin.reflect.jvm.internal.impl.load.java.typeEnhancement.NullabilityQualifierWithMigrationStatus
2103:             3            120  kotlin.reflect.jvm.internal.impl.resolve.scopes.receivers.ImplicitClassReceiver
2104:             3            120  kotlin.reflect.jvm.internal.impl.storage.LockBasedStorageManager
2105:             3            120  kotlin.reflect.jvm.internal.impl.types.model.TypeVariance
2106:             3            120  kotlinx.coroutines.scheduling.WorkQueue
2107:             3            120  org.apache.commons.collections4.queue.CircularFifoQueue
2108:             3            120  org.apache.commons.io.StandardLineSeparator
2109:             3            120  org.glassfish.hk2.utilities.NamedImpl
2110:             3            120  org.glassfish.hk2.utilities.cache.Cache
2111:             3            120  org.glassfish.jersey.internal.inject.Providers$ProviderRuntime
2112:             3            120  org.glassfish.jersey.internal.util.collection.Cache
2113:             3            120  org.glassfish.jersey.uri.internal.TemplateVariable$PathTemplateVariable
2114:             5            120  org.xnio.Option$10
2115:             5            120  org.xnio._private.Messages_$logger
2116:             3            120  org.yaml.snakeyaml.DumperOptions$FlowStyle
2117:             5            120  sun.security.util.BitArray (java.base@21.0.6)
2118:             5            120  sun.security.util.Cache$EqualByteArray (java.base@21.0.6)
2119:             3            120  sun.security.x509.AuthorityInfoAccessExtension (java.base@21.0.6)
2120:             5            120  sun.security.x509.CertificateAlgorithmId (java.base@21.0.6)
2121:             3            120  sun.security.x509.CertificatePoliciesExtension (java.base@21.0.6)
2122:             5            120  sun.security.x509.CertificatePolicyId (java.base@21.0.6)
2123:             5            120  sun.security.x509.CertificateSerialNumber (java.base@21.0.6)
2124:             5            120  sun.security.x509.CertificateX509Key (java.base@21.0.6)
2125:             3            120  sun.security.x509.ExtendedKeyUsageExtension (java.base@21.0.6)
2126:             5            120  sun.security.x509.SerialNumber (java.base@21.0.6)
2127:             1            112  [Lcom.fasterxml.jackson.databind.node.IntNode;
2128:             1            112  [Lcom.fasterxml.jackson.dataformat.yaml.YAMLGenerator$Feature;
2129:             2            112  [Ljakarta.servlet.DispatcherType;
2130:             2            112  [Ljava.util.stream.StreamOpFlag$Type; (java.base@21.0.6)
2131:             1            112  [Lorg.glassfish.jersey.model.Parameter$Source;
2132:             1            112  [Lsun.reflect.annotation.TypeAnnotation$TypeAnnotationTarget; (java.base@21.0.6)
2133:             2            112  ch.qos.logback.classic.pattern.DateConverter
2134:             1            112  com.aerospike.vector.cluster.QuantumIntervalGenerator
2135:             2            112  com.aerospike.vector.index.IndexLog$flushToStore$1$1
2136:             2            112  com.aerospike.vector.index.Indexer$batchProcessingCancellableFlow$1
2137:             2            112  com.aerospike.vector.index.Indexer$indexMaintainerCancellableFlow$1
2138:             2            112  com.aerospike.vector.index.cache.IndexCacheCoordinator$1
2139:             2            112  com.aerospike.vector.index.healer.worker.job.IndexHealerWorkerJob$2
2140:             2            112  com.aerospike.vector.index.healer.worker.job.IndexHealerWorkerScanJobs$1$2
2141:             2            112  com.aerospike.vector.index.merge.coordinator.CoordinatorBatchCopyJob$1
2142:             2            112  com.aerospike.vector.index.merge.coordinator.CoordinatorBatchMergeJob$1
2143:             2            112  com.aerospike.vector.storage.AerospikeStorageKvs$batchFetch$3
2144:             2            112  com.aerospike.vector.storage.index.AerospikeIndexMetaStore$storeIndexLogGeneric$3
2145:             1            112  com.aerospike.vector.transact.metrics.KvsMetrics
2146:             2            112  com.fasterxml.jackson.databind.deser.std.NumberDeserializers$BooleanDeserializer
2147:             2            112  com.fasterxml.jackson.databind.deser.std.NumberDeserializers$FloatDeserializer
2148:             2            112  com.fasterxml.jackson.databind.deser.std.NumberDeserializers$IntegerDeserializer
2149:             2            112  com.fasterxml.jackson.databind.deser.std.NumberDeserializers$LongDeserializer
2150:             2            112  com.fasterxml.jackson.databind.introspect.VisibilityChecker$Std
2151:             2            112  com.google.common.io.BaseEncoding$StandardBaseEncoding
2152:             2            112  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$TabularMapping (java.management@21.0.6)
2153:             1            112  io.undertow.server.protocol.http.HttpResponseConduit
2154:             2            112  io.undertow.servlet.handlers.ServletPathMatch
2155:             2            112  java.io.BufferedOutputStream (java.base@21.0.6)
2156:             2            112  java.lang.Exception (java.base@21.0.6)
2157:             2            112  java.lang.ref.NativeReferenceQueue (java.base@21.0.6)
2158:             2            112  java.util.concurrent.ConcurrentLinkedDeque$Itr (java.base@21.0.6)
2159:             2            112  jdk.jfr.internal.jfc.JFC$KnownConfiguration (jdk.jfr@21.0.6)
2160:             1            112  kotlin.reflect.jvm.internal.impl.descriptors.impl.ModuleDescriptorImpl
2161:             1            112  kotlin.reflect.jvm.internal.impl.types.error.ErrorClassDescriptor
2162:             1            112  org.glassfish.jersey.message.internal.MessageBodyFactory
2163:             1            112  org.glassfish.jersey.server.ServerRuntime
2164:             2            112  sun.management.MemoryManagerImpl (java.management@21.0.6)
2165:             2            112  sun.nio.cs.UTF_8$Decoder (java.base@21.0.6)
2166:             2            112  sun.security.provider.FileInputStreamPool$StreamRef (java.base@21.0.6)
2167:             1            112  sun.security.provider.certpath.ldap.JdkLDAP$ProviderService (java.naming@21.0.6)
2168:             2            112  sun.security.rsa.RSAUtil$KeyType (java.base@21.0.6)
2169:             1            112  sun.security.smartcardio.SunPCSC$ProviderService (java.smartcardio@21.0.6)
2170:             2            104  [Lcom.cronutils.model.field.value.SpecialChar;
2171:             1            104  [Lcom.fasterxml.jackson.annotation.JsonFormat$Feature;
2172:             1            104  [Lcom.fasterxml.jackson.annotation.JsonFormat$Shape;
2173:             4            104  [Lcom.fasterxml.jackson.databind.deser.Deserializers;
2174:             3            104  [Lcom.fasterxml.jackson.databind.deser.KeyDeserializers;
2175:             1            104  [Ljava.lang.invoke.MethodHandleImpl$Intrinsic; (java.base@21.0.6)
2176:             1            104  [Lorg.reflections.scanners.Scanners;
2177:             1            104  [Lorg.yaml.snakeyaml.events.Event$ID;
2178:             1            104  com.aerospike.vector.cluster.ClusterMetrics
