10:
 num     #instances         #bytes  class name (module)
  44:          1734         148952  [Ljava.lang.String; (java.base@21.0.6)
  45:          8683         138928  java.lang.Integer (java.base@21.0.6)
  46:          2092         133888  sun.util.locale.LocaleObjectCache$CacheEntry (java.base@21.0.6)
  47:          2788         133824  java.lang.invoke.LambdaForm$Name (java.base@21.0.6)
  48:          2079         133056  kotlin.reflect.jvm.internal.impl.protobuf.SmallSortedMap$1
  49:           966         127512  [Ljava.lang.ref.SoftReference; (java.base@21.0.6)
  50:          3138         125520  java.util.concurrent.ConcurrentSkipListMap$Node (java.base@21.0.6)
  51:           545         122080  io.netty.channel.epoll.EpollSocketChannel
  52:           979         117480  java.lang.reflect.Constructor (java.base@21.0.6)
  53:            10         117360  [Ljava.util.Hashtable$Entry; (java.base@21.0.6)
  54:          2885         115400  java.util.concurrent.locks.ReentrantLock$NonfairSync (java.base@21.0.6)
  55:          2000         112000  io.netty.util.internal.shaded.org.jctools.queues.unpadded.MpscUnpaddedArrayQueue
  56:          3357         107424  java.lang.invoke.ResolvedMethodName (java.base@21.0.6)
  57:           646         104608  [Ljava.util.WeakHashMap$Entry; (java.base@21.0.6)
  58:          1762          98672  io.netty.handler.codec.http2.HpackEncoder$NameValueEntry
  59:          3060          97920  com.codahale.metrics.WeightedSnapshot$WeightedSample
  60:          1425          91200  java.util.WeakHashMap$Entry (java.base@21.0.6)
  61:          2756          88192  java.util.Collections$UnmodifiableRandomAccessList (java.base@21.0.6)
  62:          1198          86256  java.lang.invoke.DirectMethodHandle$Constructor (java.base@21.0.6)
  63:           765          85680  java.lang.reflect.Field (java.base@21.0.6)
  64:           578          83232  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Function
  65:          2560          81920  com.aerospike.client.async.HashedWheelTimer$HashedWheelBucket
  66:           138          81696  io.netty.util.internal.shaded.org.jctools.queues.MpscChunkedArrayQueue
  67:          1950          78000  io.netty.buffer.PoolThreadCache$SubPageMemoryRegionCache
  68:          1340          75040  java.lang.invoke.DirectMethodHandle (java.base@21.0.6)
  69:            15          74128  [Ljava.nio.ByteBuffer; (java.base@21.0.6)
  70:          3065          73560  java.lang.Double (java.base@21.0.6)
  71:           717          68832  java.util.concurrent.ConcurrentHashMap (java.base@21.0.6)
  72:           751          66088  io.netty.channel.DefaultChannelHandlerContext
  73:           573          64176  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Type
  74:          1596          63840  java.util.concurrent.ConcurrentSkipListMap$Index (java.base@21.0.6)
  75:           979          62656  java.lang.invoke.BoundMethodHandle$Species_LL (java.base@21.0.6)
  76:           160          62040  [Ljava.lang.invoke.MethodHandle; (java.base@21.0.6)
  77:          1927          61664  io.netty.util.Recycler$DefaultHandle
  78:            48          59904  [Lio.netty.buffer.PoolSubpage;
  79:          2469          59256  java.util.concurrent.locks.ReentrantLock (java.base@21.0.6)
  80:           515          59064  [Lio.netty.util.internal.PriorityQueueNode;
  81:           657          57560  [Ljava.lang.invoke.LambdaForm$Name; (java.base@21.0.6)
  82:           217          57288  io.grpc.netty.NettyClientHandler
  83:          1424          56960  com.google.inject.Key
  84:          1725          55200  java.security.Provider$UString (java.base@21.0.6)
  85:           201          54424  [Ljava.lang.ClassValue$Entry; (java.base@21.0.6)
  86:           561          53856  io.netty.channel.DefaultChannelPipeline$HeadContext
  87:           478          53536  io.netty.buffer.PooledUnsafeDirectByteBuf
  88:           514          53456  io.netty.handler.codec.http2.WeightedFairQueueByteDistributor$State
  89:          1113          53424  kotlin.reflect.jvm.internal.impl.name.FqNameUnsafe
  90:          1325          53000  sun.reflect.annotation.AnnotationInvocationHandler (java.base@21.0.6)
  91:            66          52904  [Lcom.aerospike.client.Key;
  92:           652          52096  [S (java.base@21.0.6)
  93:          1285          51400  java.net.InetAddress$InetAddressHolder (java.base@21.0.6)
  94:          1063          51024  sun.util.locale.BaseLocale (java.base@21.0.6)
  95:          1589          50848  sun.reflect.generics.tree.SimpleClassTypeSignature (java.base@21.0.6)
  96:          1584          50688  io.netty.handler.codec.http2.HpackHeaderField
  97:          2079          49896  kotlin.reflect.jvm.internal.impl.protobuf.FieldSet
  98:           561          49368  io.netty.channel.ChannelOutboundBuffer
  99:           561          49368  io.netty.channel.DefaultChannelPipeline$TailContext
 100:          1200          48000  com.google.inject.spi.Dependency
 101:           428          47936  java.net.URL (java.base@21.0.6)
 102:           984          47232  io.netty.buffer.PoolThreadCache$MemoryRegionCache$Entry
 103:           652          46944  java.lang.invoke.LambdaForm (java.base@21.0.6)
 104:           217          46872  io.grpc.netty.NettyClientTransport
 105:           388          46560  com.google.common.cache.LocalCache$Segment
 106:          1439          46048  com.google.inject.TypeLiteral
 107:           244          45504  [Lio.netty.handler.codec.http2.HpackEncoder$NameEntry;
 108:           244          45504  [Lio.netty.handler.codec.http2.HpackEncoder$NameValueEntry;
 109:           561          44880  io.netty.channel.DefaultChannelPipeline
 110:           545          43600  io.netty.channel.epoll.EpollSocketChannel$EpollSocketChannelUnsafe
 111:           545          43600  io.netty.channel.epoll.EpollSocketChannelConfig
 112:          1338          42816  kotlin.reflect.jvm.internal.ReflectProperties$LazySoftVal
 113:          1335          42720  java.util.ArrayDeque (java.base@21.0.6)
 114:           657          42048  java.lang.reflect.Parameter (java.base@21.0.6)
 115:          1044          41760  sun.util.locale.BaseLocale$Key (java.base@21.0.6)
 116:           400          41600  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Annotation$Argument$Value
 117:           576          41472  io.netty.util.collection.IntObjectHashMap
 118:            68          39712  io.netty.util.internal.shaded.org.jctools.queues.MpscUnboundedArrayQueue
 119:           488          39040  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$ValueParameter
 120:           805          38640  java.lang.ref.ReferenceQueue (java.base@21.0.6)
 121:           685          38360  java.util.IdentityHashMap (java.base@21.0.6)
 122:          1587          38088  sun.reflect.generics.tree.ClassTypeSignature (java.base@21.0.6)
 123:           949          37960  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject (java.base@21.0.6)
 124:           422          37136  io.netty.util.concurrent.ScheduledFutureTask
 125:          1152          36864  java.net.InetSocketAddress$InetSocketAddressHolder (java.base@21.0.6)
 126:           915          36600  java.lang.invoke.LambdaForm$NamedFunction (java.base@21.0.6)
 127:           762          36576  java.lang.ref.WeakReference (java.base@21.0.6)
 128:          1134          36288  kotlin.reflect.jvm.internal.impl.name.FqName
 129:           561          35904  io.netty.channel.AbstractChannel$CloseFuture
 130:          1122          35904  io.netty.channel.VoidChannelPromise
 131:           488          35136  io.netty.handler.codec.http2.DefaultHttp2Connection$DefaultEndpoint
 132:          1096          35072  java.util.concurrent.atomic.LongAdder (java.base@21.0.6)
 133:          1095          35040  org.bouncycastle.asn1.ASN1ObjectIdentifier
 134:           423          33840  jdk.internal.ref.CleanerImpl$PhantomCleanableRef (java.base@21.0.6)
 135:           597          33432  java.lang.ThreadLocal$ThreadLocalMap$Entry (java.base@21.0.6)
 136:          1393          33432  java.util.LinkedHashSet (java.base@21.0.6)
 137:           337          32352  io.netty.channel.AdaptiveRecvByteBufAllocator$HandleImpl
 138:           363          31944  io.netty.channel.ChannelOutboundBuffer$Entry
 139:           443          31896  java.util.WeakHashMap (java.base@21.0.6)
 140:           991          31712  java.net.Inet4Address (java.base@21.0.6)
 141:           634          30432  java.lang.Package (java.base@21.0.6)
 142:           126          30240  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Class
 143:           198          30096  java.util.jar.JarFile$JarFileEntry (java.base@21.0.6)
 144:           535          29960  java.lang.invoke.BoundMethodHandle$Species_L (java.base@21.0.6)
 145:           178          29904  org.jvnet.hk2.internal.SystemDescriptor
 146:          1220          29280  io.netty.handler.codec.http2.DefaultHttp2Connection$DefaultPropertyKey
 147:           261          29232  com.google.protobuf.Descriptors$FieldDescriptor
 148:          1589          29208  [Lsun.reflect.generics.tree.TypeArgument; (java.base@21.0.6)
 149:           723          28920  java.util.LinkedList (java.base@21.0.6)
 150:           150          28512  [Ljava.lang.ThreadLocal$ThreadLocalMap$Entry; (java.base@21.0.6)
 151:           706          28240  java.util.LinkedList$Node (java.base@21.0.6)
 152:           703          28120  kotlin.SafePublicationLazyImpl
 153:          1152          27648  java.net.InetSocketAddress (java.base@21.0.6)
 154:           573          27504  java.lang.invoke.MethodTypeForm (java.base@21.0.6)
 155:           881          27432  [Ljava.lang.reflect.Type; (java.base@21.0.6)
 156:           244          27328  io.grpc.internal.TransportTracer
 157:           262          27248  com.google.protobuf.DescriptorProtos$FieldDescriptorProto
 158:           174          26448  sun.nio.fs.UnixFileAttributes (java.base@21.0.6)
 159:           550          26400  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Annotation
 160:            94          26320  java.util.concurrent.atomic.Striped64$Cell (java.base@21.0.6)
 161:           651          26040  com.google.inject.internal.SingleParameterInjector
 162:           402          25728  com.fasterxml.jackson.databind.introspect.AnnotatedMethod
 163:           122          25616  [Z (java.base@21.0.6)
 164:           145          25520  java.lang.Thread (java.base@21.0.6)
 165:           784          25088  io.netty.util.internal.DefaultPriorityQueue
 166:            49          24304  io.grpc.internal.ManagedChannelImpl
 167:           303          24240  java.util.TreeMap (java.base@21.0.6)
 168:           561          22440  io.netty.channel.DefaultChannelId
 169:           929          22296  java.lang.Long (java.base@21.0.6)
 170:           305          21960  java.util.concurrent.locks.ReentrantReadWriteLock$NonfairSync (java.base@21.0.6)
 171:           546          21840  io.netty.channel.AdaptiveRecvByteBufAllocator
 172:           909          21816  java.util.HashSet (java.base@21.0.6)
 173:           244          21472  io.netty.handler.codec.http2.DefaultHttp2ConnectionDecoder
 174:           244          21472  io.netty.handler.codec.http2.HpackEncoder
 175:           660          21120  com.github.benmanes.caffeine.cache.TimerWheel$Sentinel
 176:            94          21056  org.glassfish.hk2.internal.ConstantActiveDescriptor
 177:           174          20880  java.util.zip.ZipFile$Source (java.base@21.0.6)
 178:           517          20680  com.google.common.cache.LocalCache$StrongEntry
 179:            10          20640  [Lcom.aerospike.client.async.HashedWheelTimer$HashedWheelBucket;
 180:           424          20352  com.fasterxml.jackson.databind.util.internal.PrivateMaxEntriesMap$Node
 181:           141          20304  com.fasterxml.jackson.databind.deser.CreatorProperty
 182:           616          19712  java.util.Collections$SetFromMap (java.base@21.0.6)
 183:           154          19704  [Ljava.lang.reflect.Method; (java.base@21.0.6)
 184:           615          19680  io.netty.channel.SucceededChannelFuture
 185:           153          19584  org.glassfish.hk2.utilities.DescriptorImpl
 186:           244          19520  io.netty.handler.codec.http2.DefaultHttp2Connection
 187:           601          19200  [Ljava.security.cert.Certificate; (java.base@21.0.6)
 188:           140          19040  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Property
 189:           471          18840  java.math.BigInteger (java.base@21.0.6)
 190:           292          18688  com.google.inject.internal.ChildBindingAlreadySetError
 191:           583          18656  java.lang.Class$AnnotationData (java.base@21.0.6)
 192:            97          18624  com.google.common.cache.LocalCache
 193:           581          18592  java.util.concurrent.ConcurrentLinkedQueue$Node (java.base@21.0.6)
 194:           128          18432  java.net.URI (java.base@21.0.6)
 195:           251          18072  java.lang.invoke.LambdaFormEditor$Transform (java.base@21.0.6)
 196:           247          17784  java.lang.Package$VersionInfo (java.base@21.0.6)
 197:           246          17712  java.util.logging.LogManager$LoggerWeakRef (java.logging@21.0.6)
 198:           130          17680  com.fasterxml.jackson.databind.deser.impl.FieldProperty
 199:           100          17600  [Lio.netty.buffer.PoolThreadCache$MemoryRegionCache;
 200:           200          17600  java.lang.ClassValue$ClassValueMap (java.base@21.0.6)
 201:           550          17600  kotlin.reflect.jvm.internal.impl.renderer.DescriptorRendererOptionsImpl$property$$inlined$vetoable$1
 202:           733          17592  com.fasterxml.jackson.databind.introspect.AnnotationMap
 203:           244          17568  io.grpc.netty.AbstractNettyHandler$FlowControlPinger
 204:           244          17568  io.netty.handler.codec.http2.Http2Settings
 205:           439          17560  kotlin.reflect.jvm.internal.impl.protobuf.SmallSortedMap$Entry
 206:           217          17360  io.grpc.internal.CallCredentialsApplyingTransportFactory$CallCredentialsApplyingTransport
 207:           208          16640  java.lang.StackTraceElement (java.base@21.0.6)
 208:           412          16480  kotlin.SynchronizedLazyImpl
 209:           411          16440  io.grpc.InternalLogId
 210:           289          16184  com.aerospike.vector.index.InternalIndexId
 211:           669          16056  java.util.LinkedHashMap$LinkedValues (java.base@21.0.6)
 212:           219          15768  ch.qos.logback.classic.Logger
 213:           244          15616  io.netty.handler.codec.http2.DefaultHttp2Connection$ConnectionStream
 214:           244          15616  io.netty.handler.codec.http2.DefaultHttp2LocalFlowController$AutoRefillState
 215:           244          15616  io.netty.handler.codec.http2.DefaultHttp2RemoteFlowController
 216:           244          15616  io.netty.handler.codec.http2.WeightedFairQueueByteDistributor
 217:           216          15552  kotlinx.coroutines.internal.DispatchedContinuation
 218:           174          15312  java.util.jar.JarFile (java.base@21.0.6)
 219:           638          15312  kotlin.reflect.jvm.internal.impl.name.Name
 220:           629          15096  java.util.LinkedHashMap$LinkedKeySet (java.base@21.0.6)
 221:           376          15040  java.lang.module.ModuleDescriptor$Exports (java.base@21.0.6)
 222:           264          14784  sun.security.util.KnownOIDs (java.base@21.0.6)
 223:           205          14760  java.util.zip.Inflater (java.base@21.0.6)
 224:           184          14720  com.google.inject.internal.ProviderInstanceBindingImpl
 225:           911          14576  java.util.concurrent.atomic.AtomicInteger (java.base@21.0.6)
 226:           303          14544  java.util.concurrent.FutureTask (java.base@21.0.6)
 227:           226          14464  com.aerospike.vector.index.BatchIndexMetadata
 228:           359          14360  sun.reflect.generics.reflectiveObjects.ParameterizedTypeImpl (java.base@21.0.6)
 229:           128          14336  com.aerospike.client.async.NettyCommand
 230:           178          14240  java.io.FileCleanable (java.base@21.0.6)
 231:           584          14016  com.google.common.cache.LocalCache$StrongValueReference
 232:           576          13824  io.netty.util.collection.IntObjectHashMap$1
 233:           576          13824  io.netty.util.collection.IntObjectHashMap$EntrySet
 234:           576          13824  io.netty.util.collection.IntObjectHashMap$KeySet
 235:           190          13680  io.grpc.StatusException
 236:           244          13664  io.netty.handler.codec.http2.DefaultHttp2ConnectionEncoder
 237:           244          13664  io.netty.handler.codec.http2.DefaultHttp2FrameReader
 238:           244          13664  io.netty.handler.codec.http2.DefaultHttp2LocalFlowController
 239:           244          13664  io.netty.handler.codec.http2.DefaultHttp2RemoteFlowController$FlowState
 240:           244          13664  io.netty.handler.codec.http2.HpackDecoder
 241:           563          13512  java.util.concurrent.atomic.AtomicLong (java.base@21.0.6)
 242:           281          13488  com.aerospike.vector.client.proto.IndexId
 243:           337          13480  io.netty.channel.epoll.EpollRecvByteAllocatorStreamingHandle
 244:           561          13464  io.netty.channel.VoidChannelPromise$1
 245:           561          13464  io.netty.channel.epoll.AbstractEpollChannel$AbstractEpollUnsafe$1
 246:           561          13464  io.netty.channel.epoll.LinuxSocket
 247:           280          13440  com.fasterxml.jackson.databind.introspect.AnnotatedParameter
 248:           104          13312  java.util.regex.Pattern (java.base@21.0.6)
 249:           208          13312  sun.security.pkcs11.SunPKCS11$Descriptor (jdk.crypto.cryptoki@21.0.6)
 250:           546          13104  java.util.concurrent.atomic.AtomicReferenceArray (java.base@21.0.6)
 251:           545          13080  io.netty.channel.epoll.AbstractEpollStreamChannel$1
 252:           544          13056  io.grpc.internal.ReflectionLongAdderCounter
 253:           398          12736  kotlin.reflect.jvm.internal.impl.name.ClassId
 254:           394          12608  java.util.concurrent.CopyOnWriteArrayList (java.base@21.0.6)
 255:           174          12528  jdk.internal.loader.URLClassPath$JarLoader (java.base@21.0.6)
 256:           104          12480  com.google.protobuf.DescriptorProtos$DescriptorProto
 257:           389          12448  io.grpc.EquivalentAddressGroup
 258:           221          12376  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$QualifiedNameTable$QualifiedName
 259:           103          12360  com.google.protobuf.Descriptors$Descriptor
 260:           386          12352  com.fasterxml.jackson.databind.introspect.MemberKey
 261:           192          12288  io.netty.buffer.PoolChunkList
 262:           219          12264  java.util.TreeMap$Entry (java.base@21.0.6)
 263:           255          12240  com.google.common.collect.LinkedHashMultiset
 264:           306          12240  java.util.concurrent.locks.ReentrantReadWriteLock (java.base@21.0.6)
 265:           507          12168  com.google.common.collect.SingletonImmutableList
 266:           217          12152  io.netty.handler.codec.http2.StreamBufferingEncoder
 267:           251          12048  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Annotation$Argument
 268:           210          11760  java.lang.ClassValue$Entry (java.base@21.0.6)
 269:           294          11760  java.net.Inet6Address (java.base@21.0.6)
 270:           294          11760  java.net.Inet6Address$Inet6AddressHolder (java.base@21.0.6)
 271:           244          11712  io.grpc.netty.WriteQueue
 272:           244          11712  io.netty.handler.codec.http2.DefaultHttp2Connection$ActiveStreams
 273:           244          11712  io.netty.handler.codec.http2.HpackDynamicTable
 274:           244          11712  io.netty.handler.codec.http2.HpackHuffmanEncoder
 275:           366          11712  java.util.concurrent.ConcurrentLinkedQueue (java.base@21.0.6)
 276:           112          11648  java.lang.Class$ReflectionData (java.base@21.0.6)
 277:           480          11520  io.netty.buffer.IntPriorityQueue
 278:           240          11520  io.netty.handler.codec.CodecOutputList
 279:            49          11368  io.grpc.internal.InternalSubchannel
 280:           117          11232  java.util.logging.Logger (java.logging@21.0.6)
 281:            64          10752  com.aerospike.client.async.AsyncBatch$ExistsSequenceCommand
 282:           123          10728  [Ljava.security.ProtectionDomain; (java.base@21.0.6)
 283:           191          10696  java.io.FileDescriptor (java.base@21.0.6)
 284:           190          10640  java.nio.channels.UnresolvedAddressException (java.base@21.0.6)
 285:           221          10608  sun.security.util.ObjectIdentifier (java.base@21.0.6)
 286:           331          10592  com.google.inject.internal.WeakKeySet$KeyAndSource
 287:            20          10560  [Ljava.util.concurrent.ForkJoinTask; (java.base@21.0.6)
 288:           186          10416  org.glassfish.hk2.utilities.cache.LRUHybridCache$OriginThreadAwareFuture
 289:            59          10384  io.netty.util.internal.InternalThreadLocalMap
 290:           144          10368  java.lang.invoke.BoundMethodHandle$Species_LLL (java.base@21.0.6)
 291:           426          10224  org.glassfish.jersey.internal.routing.CombinedMediaType$EffectiveMediaType
 292:           424          10176  com.fasterxml.jackson.databind.util.internal.PrivateMaxEntriesMap$WeightedValue
 293:           420          10080  org.glassfish.hk2.utilities.reflection.internal.MethodWrapperImpl
 294:           209          10032  java.util.logging.LogManager$LogNode (java.logging@21.0.6)
 295:           312           9984  sun.reflect.generics.factory.CoreReflectionFactory (java.base@21.0.6)
 296:           207           9936  com.codahale.metrics.EWMA
 297:           155           9920  java.security.CodeSource (java.base@21.0.6)
 298:           307           9824  javax.management.ImmutableDescriptor (java.management@21.0.6)
 299:           177           9800  [Lsun.reflect.generics.tree.TypeSignature; (java.base@21.0.6)
 300:           244           9760  io.grpc.netty.Utils$FlowControlReader
 301:           244           9760  io.netty.handler.codec.http2.DefaultHttp2HeadersEncoder
 302:           244           9760  io.netty.handler.codec.http2.HpackHuffmanEncoder$EncodeProcessor
 303:           174           9744  java.io.RandomAccessFile (java.base@21.0.6)
 304:           405           9720  java.util.IdentityHashMap$KeySet (java.base@21.0.6)
 305:           110           9680  java.nio.DirectByteBuffer (java.base@21.0.6)
 306:           301           9632  com.aerospike.client.async.NettyCommand$InboundHandler
 307:           199           9552  java.util.zip.ZipFile$CleanableResource (java.base@21.0.6)
 308:           170           9520  kotlinx.coroutines.ChildHandleNode
 309:           118           9440  com.google.inject.internal.ConstructorBindingImpl
 310:           130           9360  java.util.concurrent.ThreadPoolExecutor$Worker (java.base@21.0.6)
 311:           292           9344  com.google.inject.spi.Message
 312:            27           9288  io.grpc.netty.NettyServerHandler
 313:           290           9280  io.netty.util.internal.logging.LocationAwareSlf4JLogger
 314:           127           9144  java.net.NetworkInterface (java.base@21.0.6)
 315:           228           9120  com.google.inject.spi.InjectionPoint
 316:           190           9120  io.grpc.netty.ProtocolNegotiators$WaitUntilActiveHandler
 317:           126           9072  java.lang.invoke.DirectMethodHandle$Accessor (java.base@21.0.6)
 318:           224           8960  com.fasterxml.jackson.databind.PropertyName
 319:           139           8896  com.google.inject.internal.SingletonScope$1
 320:           185           8880  java.lang.Thread$FieldHolder (java.base@21.0.6)
 321:           250           8776  [Lcom.google.protobuf.Descriptors$FieldDescriptor;
 322:           217           8680  io.grpc.netty.ClientTransportLifecycleManager
 323:           217           8680  io.grpc.netty.GrpcHttp2HeadersUtils$GrpcHttp2ClientHeadersDecoder
 324:           134           8576  java.security.AccessControlContext (java.base@21.0.6)
 325:           213           8520  org.glassfish.jersey.server.internal.routing.WildcardMethodSelectingRouter$ConsumesProducesAcceptor
 326:           177           8496  sun.reflect.generics.tree.MethodTypeSignature (java.base@21.0.6)
 327:           211           8440  io.grpc.Status
 328:            34           8432  io.netty.channel.epoll.EpollEventLoop
 329:           208           8320  com.sun.jmx.mbeanserver.ConvertingMethod (java.management@21.0.6)
 330:           173           8304  java.lang.module.ModuleDescriptor$Requires (java.base@21.0.6)
 331:           114           8208  java.lang.invoke.MethodHandleImpl$AsVarargsCollector (java.base@21.0.6)
 332:           128           8192  com.aerospike.client.async.HashedWheelTimer$HashedWheelTimeout
 333:           170           8160  com.google.inject.spi.ElementSource
 334:           340           8160  io.netty.channel.DefaultMaxMessagesRecvByteBufAllocator$MaxMessageHandle$1
 335:           340           8160  io.netty.channel.epoll.EpollRecvByteAllocatorHandle$1
 336:           340           8160  io.netty.channel.unix.PreferredDirectByteBufAllocator
 337:           169           8112  com.fasterxml.jackson.databind.introspect.AnnotatedField
 338:            92           8096  java.lang.invoke.BoundMethodHandle$Species_LLLLL (java.base@21.0.6)
 339:           101           8080  net.engio.mbassy.listener.MessageHandler
 340:            63           8064  kotlin.reflect.jvm.internal.KProperty1Impl
 341:           200           8000  io.undertow.util.HttpString
 342:            71           7952  java.lang.module.ModuleDescriptor (java.base@21.0.6)
 343:           329           7896  com.google.common.collect.RegularImmutableList
 344:           123           7872  com.google.inject.internal.MembersInjectorImpl
 345:           328           7872  java.lang.Character$UnicodeBlock (java.base@21.0.6)
 346:           328           7872  java.util.LinkedHashMap$LinkedEntrySet (java.base@21.0.6)
 347:           244           7808  io.netty.handler.codec.http2.DefaultHttp2Connection$DefaultStream$PropertyMap
 348:           244           7808  io.netty.handler.codec.http2.DefaultHttp2Connection$PropertyKeyRegistry
 349:           244           7808  io.netty.handler.codec.http2.DefaultHttp2RemoteFlowController$WritabilityMonitor
 350:           244           7808  io.netty.handler.codec.http2.HpackHuffmanDecoder
 351:           244           7808  io.netty.handler.codec.http2.HpackHuffmanEncoder$EncodedLengthProcessor
 352:           244           7808  io.netty.handler.codec.http2.Http2FrameLogger
 353:           244           7808  io.netty.handler.codec.http2.Http2InboundFrameLogger
 354:           244           7808  io.netty.handler.codec.http2.Http2OutboundFrameLogger
 355:           325           7800  kotlin.reflect.jvm.internal.impl.protobuf.LiteralByteString
 356:           139           7784  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Type$Argument
 357:           322           7728  java.util.HashMap$EntrySet (java.base@21.0.6)
 358:           320           7680  com.google.inject.Key$AnnotationInstanceStrategy
 359:           238           7616  java.util.ImmutableCollections$Set12 (java.base@21.0.6)
 360:           190           7600  io.grpc.netty.WriteBufferingAndExceptionHandler
 361:           158           7584  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionNode (java.base@21.0.6)
 362:           186           7440  jdk.internal.reflect.DirectMethodHandleAccessor (java.base@21.0.6)
 363:           186           7440  org.glassfish.hk2.utilities.cache.LRUHybridCache$HybridCacheEntryImpl
 364:           184           7360  java.io.File (java.base@21.0.6)
 365:           230           7360  java.net.InterfaceAddress (java.base@21.0.6)
 366:           306           7344  java.util.concurrent.locks.ReentrantReadWriteLock$ReadLock (java.base@21.0.6)
 367:           306           7344  java.util.concurrent.locks.ReentrantReadWriteLock$WriteLock (java.base@21.0.6)
 368:            83           7304  java.util.concurrent.ConcurrentSkipListMap (java.base@21.0.6)
 369:           114           7296  com.aerospike.connect.metrics.AerospikeGauge
 370:           228           7296  com.google.inject.internal.ProvisionListenerCallbackStore$KeyBinding
 371:           130           7280  java.security.ProtectionDomain (java.base@21.0.6)
 372:           123           7176  [Lcom.google.inject.internal.SingleParameterInjector;
 373:           112           7168  io.netty.buffer.PooledSlicedByteBuf
 374:           223           7136  java.util.regex.Pattern$BmpCharProperty (java.base@21.0.6)
 375:           296           7104  java.util.HashMap$KeySet (java.base@21.0.6)
 376:           126           7056  sun.reflect.generics.repository.ClassRepository (java.base@21.0.6)
 377:            58           6960  com.aerospike.client.policy.WritePolicy
 378:           145           6960  com.google.inject.internal.CycleDetectingLock$CycleDetectingLockFactory$ReentrantCycleDetectingLock
 379:           217           6944  io.grpc.internal.AtomicBackoff$State
 380:           217           6944  io.grpc.internal.InternalSubchannel$CallTracingTransport
 381:           217           6944  io.grpc.internal.InternalSubchannel$TransportListener
